"TENo","count","inv.mean","inv.std.dev","participants.mean","distinct.cc","Status","Department  _","Department B _","Department C _","Department D _","Department E _","Department F _","Department G _","Department H _","Department I _","Department J _","Department K _","Department M _","Department N _","Department Q _","Department R _","Department S _","Department T _","Department U _","Department V _","Department W _","Department X _","Department Y _","Department Z _","status.bin"
"CN201404080246",168,0.0106669718333333,0.0243006078373753,0.428571428571429,4,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080247",4,0.21126086525,0.0814066228009989,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201404080248",15,0.0567565352666667,0.0623982771417547,0.0666666666666667,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080250",26,0.0656174003076923,0.105792730559857,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080251",10,0.1905324582,0.148391300050984,0,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080252",5,0.170956034,0.14759895041683,0.6,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080253",2,0.907180581,0,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080254",2,0.436351843,0.553257311920463,13,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080255",9,0.0957032906666667,0.0827668119074066,2.22222222222222,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080257",5,0.1729542946,0.149621113527628,4,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080258",2,0.849299627,0,0,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080259",1,0.85902662,NA,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080260",2,0.423378065,0.0605913719680434,0,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080261",5,0.1722097084,0.259949013447167,3.8,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080262",3,0.283184092,0.206147649618414,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080263",9,0.0991950316666667,0.107291609548901,5.77777777777778,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080264",25,0.0344282928,0.0537531919134388,0.36,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080265",44,0.0396096923636364,0.0268078331369842,0.772727272727273,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080265",44,0.0396096923636364,0.0268078331369842,0.772727272727273,3,"Rejected",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201404080266",28,0.0308445146785714,0.0265157240990318,0.285714285714286,5,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080267",1,0.855771333,NA,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080269",12,0.1409596135,0.0193289230021073,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201404080270",4,0.21341567125,0.168058688229294,5.25,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080271",2,0.435574461,0.278771600336266,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080272",1,0.846329542,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080273",2,0.946438375,0,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080274",2,0.4235882015,0.16018397434958,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080275",16,0.113490494,0.10795878617864,5.5,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080276",16,0.0552559226875,0.081231547306994,2,3,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080277",16,0.105881867125,0.0501460128310953,0,1,"Approval",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080277",16,0.105881867125,0.0501460128310953,0,1,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201404080278",1,0.851991313,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080279",3,0.282806738,0.091182513628557,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080280",1,0.848692298,NA,8,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080281",1,0.850742643,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080282",30,0.0578362542,0.0934215349952921,0.4,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080283",36,0.0242163786111111,0.0766553176817123,0.861111111111111,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080284",9,0.0941981925555556,0.0116675723546656,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201404080285",40,0.021856716325,0.015165588547991,0.8,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080286",4,0.21200788075,0.0605667075583006,2,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080287",1,0.845334007,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080288",5,0.1703438458,0.110070244429591,3.4,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080289",1,0.844659628,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201404080290",9,0.0962031903333333,0.05675698149423,5.44444444444444,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080292",2,0.4396217065,0.343311376667389,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080293",1,0.862170159,NA,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080294",7,0.121302142857143,0.0716483757059219,1.71428571428571,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080295",5,0.170216161,0.0282894286411643,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080296",11,0.0784617021818182,0.0989062821623965,1.27272727272727,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080297",15,0.0573729021333333,0.0703754846458319,0.733333333333333,5,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080298",6,0.142631916,0.190015093336967,3,4,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080299",3,0.307334761666667,0.260306146164427,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080300",1,0.857870265,NA,15,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080301",8,0.106458217125,0.105477492279776,0,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080302",29,0.0306571006551724,0.042717892661946,1.62068965517241,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080303",21,0.0414224333333333,0.0461093733481585,1,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080304",8,0.106783994625,0.0701404069350938,3,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080305",10,0.0855201901,0.0552071249078724,0,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080306",3,0.286614290333333,0.169155063508327,12,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080307",4,0.213498268,0.225166843568493,2.5,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080308",13,0.0657438556153846,0.032193066289794,0,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080309",7,0.122558059142857,0.0707569739859407,1.85714285714286,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080310",2,0.846904319,0,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080310",2,0.846904319,0,0,1,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
"CN201404080311",1,0.846904319,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080312",13,0.0663697416923077,0.0261907175204532,4.30769230769231,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080313",25,0.03443209808,0.0335201488930089,0.6,4,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080314",8,0.112244739375,0.148110054970687,7,4,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080315",1,0.8590995,NA,12,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080319",3,0.283875638333333,0.0028734446426076,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080320",9,0.0978338786666667,0.101647882442317,3.88888888888889,4,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080321",122,0.0149899335245902,0.0411490662140073,0.770491803278688,5,"Approval",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080322",5,0.1699813912,0.15452161919156,0.8,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080323",56,0.0159034298214286,0.0093256388152526,2.07142857142857,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080325",11,0.0775577748181818,0.0633986960961852,2.72727272727273,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080326",2,0.44289157,0.183802098152573,0,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080327",6,0.1442343355,0.136348743119159,3.83333333333333,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080328",18,0.0478752636666667,0.0951287560906578,0.888888888888889,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080330",5,0.169458602,0.139334113117648,0,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080331",1,0.856300925,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080332",4,0.212513422,0.0689357375730572,2,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080333",27,0.0316381905925926,0.0257581592255252,0.407407407407407,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080334",5,0.1736642388,0.153213285716597,4.6,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080335",3,0.283883736,0.00209316410263194,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080336",4,0.2221114185,0.3552821603663,13,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080338",1,0.863321656,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080339",15,0.0578838041333333,0.116878497661364,1.6,5,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080340",3,0.282396993,0.039913704308944,3.33333333333333,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080341",11,0.0777306980909091,0.0667459135968188,0.545454545454545,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080342",18,0.0487988097777778,0.0772848898242744,3.72222222222222,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080343",32,0.0539087134375,0.0276693924888348,0.6875,7,"Approval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080344",3,0.282719282333333,0.0517304083736284,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080345",7,0.121228430285714,0.0908148369414455,0,3,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080346",2,0.854056234,0,0,1,"Approval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080347",2,0.846351795,0,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080348",13,0.0666806496153846,0.0463223859460827,1.92307692307692,5,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080349",2,0.858399856,0,0,1,"Approval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080350",11,0.0771415837272727,0.0601110868865668,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080351",3,0.283716922666667,0.00762553830555693,3,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080352",26,0.0663245563076923,0.0304244670374694,1.53846153846154,4,"Approval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080353",18,0.0478845545,0.0610161575836141,0.222222222222222,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080354",18,0.0473188146666667,0.0657305444051881,0.444444444444444,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080355",1,0.845446727,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080356",10,0.085517615,0.0550801404882987,3,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080358",2,0.426367342,0.110604785699781,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080359",2,0.425687133,0.251905946512211,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080360",9,0.0950624903333333,0.118608501603892,1.22222222222222,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080361",4,0.212395357,0.329862383358192,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080363",5,0.1866756712,0.214923426806338,17.4,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080364",8,0.107865102125,0.130676649501698,4.125,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080365",5,0.170898702,0.135443585622478,6.6,2,"Approval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080366",1,0.84572367,NA,3,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080367",2,0.84572367,0,3,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080367",2,0.84572367,0,3,1,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
"CN201404080368",3,0.297447433666667,0.26667089050974,13,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080369",12,0.1414519555,0.11354263524211,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080370",24,0.0723305430833333,0.15658637507792,3.33333333333333,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080371",1,0.8455439,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080372",24,0.0359579695833333,0.0583165384984315,1.625,5,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080373",13,0.068094558,0.0917144669366055,3.61538461538462,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080374",8,0.109254114125,0.160796705149833,3.25,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080375",1,0.848216151,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080376",1,0.846743984,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080377",1,0.85585393,NA,15,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080378",5,0.1784414462,0.201380446744209,7,3,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080379",3,0.282303237333333,0.15906634616326,2.66666666666667,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080380",1,0.846199816,NA,0,1,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201404080381",2,0.439019235,0.0934270661202603,0,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080382",9,0.0961659408888889,0.180295898941569,3,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080383",1,0.849022685,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080384",1,0.845738246,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080385",1,0.84889636,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080387",2,0.431294001,0.0167332082152363,10,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080388",12,0.0722132878333333,0.110023288103071,2.25,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080389",18,0.097338492,0.199502194737164,5.22222222222222,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080390",1,0.885258407,NA,0,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080391",17,0.0512830662941176,0.0876801894517032,1.76470588235294,5,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080393",16,0.055602343625,0.0762748432150809,4.75,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080395",24,0.036633644125,0.083158269088188,1.83333333333333,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080396",22,0.0390581486818182,0.0331419068059299,0.681818181818182,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080397",13,0.0668576609230769,0.085294006888242,4.46153846153846,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080399",13,0.0660778494615385,0.0359445063750741,2,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080400",5,0.1701572742,0.0696508416412046,2.4,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080401",13,0.0659795183076923,0.0388055509138842,1.76923076923077,5,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080402",2,0.854061093,0,0,1,"Approval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080403",1,0.848872067,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080404",14,0.0625454542142857,0.131863480283912,1.21428571428571,4,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080405",8,0.106145144375,0.0982233376776535,0.375,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080406",12,0.0715015418333333,0.102214231039323,0.25,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080407",1,0.868583561,NA,0,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080408",3,0.282311156666667,0.0944145690984089,2,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080409",1,0.859002327,NA,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080410",24,0.0359573015833333,0.0517570358867476,0.833333333333333,6,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080411",2,0.4243607245,0.252835365544082,0,1,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201404080412",1,0.856573008,NA,10,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080413",1,0.846952905,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201404080414",72,0.0242050593055556,0.0366818225757401,0.305555555555556,6,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080415",4,0.219497471,0.15147075557475,9.25,2,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080416",38,0.0451569711578947,0.0458039123791068,0,3,"Approval",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080417",28,0.0307814425357143,0.026839182285211,0.678571428571429,6,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201404080418",4,0.423007594,0.243428032340347,2,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"CN201404080418",4,0.423007594,0.243428032340347,2,2,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
